# Scene: /home/lighthouse/ros2_ws/src/lighthouse/lighthouse_isaac_hospital_scene/isaac_hospital_scene_spot.usd
# Total prims listed: 1893
TYPE                           X         Y         Z        QX      QY      QZ      QW     R_deg   P_deg   Y_deg  PATH
Xform                    -28.649     2.279     0.000     0.000   0.000   0.259   0.966      0.00    0.00   30.00  /World/hospital/SM_WheelChair_01a3_123
Xform                    -29.896     2.165     0.000     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/SM_SupplyCart_03a_126
Xform                    -23.539    13.158     1.359     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/SM_SoapDispenser_01a3_129
Xform                    -23.539    14.193     2.352     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/SM_Intercom_01a6_135
Xform                    -23.539    13.590     1.238     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/SM_FirstAidKit_01a_138
Xform                    -13.406    11.617     0.000     0.000   0.000  -0.664   0.748      0.00    0.00  -83.15  /World/hospital/SM_HospitalBed_01b_141
Xform                     20.811    20.125     1.128     0.000   0.000   0.996  -0.091      0.00   -0.00 -169.55  /World/hospital/SM_Door_02b5
Xform                     20.811    23.823     1.128     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/SM_Door_02b6
Xform                     20.811    27.502     1.128     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/SM_Door_02b7
Xform                     17.219    11.478     1.128     0.000   0.000  -0.707   0.707      0.00    0.00  -90.00  /World/hospital/SM_Door_02b8
Xform                     17.219    15.177     1.128     0.000   0.000  -0.500   0.866      0.00    0.00  -60.00  /World/hospital/SM_Door_02b9
Xform                     17.219    18.880     1.128     0.000   0.000  -0.643   0.766      0.00    0.00  -80.00  /World/hospital/SM_Door_02b10
Xform                     17.219    22.560     1.128     0.000   0.000  -0.707   0.707      0.00    0.00  -90.00  /World/hospital/SM_Door_02b11
Xform                     17.219    26.270     1.128     0.000   0.000   0.087   0.996      0.00    0.00   10.00  /World/hospital/SM_Door_02b12
Xform                    -42.147    31.641     1.132     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_Door_01c6
Xform                    -42.147    27.925     1.132     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/SM_Door_01c7
Xform                    -42.147    24.222     1.132     0.000   0.000   0.643   0.766      0.00    0.00   80.00  /World/hospital/SM_Door_01c8
Xform                    -42.147    16.844     1.132     0.000   0.000   0.574   0.819      0.00    0.00   70.00  /World/hospital/SM_Door_01c9
Xform                    -42.147    13.102     1.132     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/SM_Door_01c10
Xform                    -42.147     9.437     1.132     0.000   0.000   0.174   0.985      0.00    0.00   20.00  /World/hospital/SM_Door_01c11
Xform                     -7.757    15.453     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_ShelfSet_01a2
Xform                     -6.515    13.814     0.001     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/SM_SupplyCart_01e2
Xform                     -7.921    14.838     0.001     0.000   0.000   0.940   0.342      0.00    0.00  140.00  /World/hospital/SM_Chair_01a3
Xform                     -8.752    15.413     1.283     0.000   0.000   0.174   0.985      0.00    0.00   20.00  /World/hospital/SM_Computer_02b3
Xform                    -43.735     7.353     0.001     0.000   0.000   1.118   0.000      0.00    0.00  180.00  /World/hospital/SM_ShelfSet_01a3
Xform                    -47.127     7.981     0.001     0.000   0.000   0.996   0.087      0.00    0.00  170.00  /World/hospital/SM_SupplyCart_01e3
Xform                    -43.983     9.832     0.001     0.000   0.000  -0.423   0.906      0.00    0.00  -50.00  /World/hospital/SM_Chair_01a4
Xform                    -43.670     7.393     1.283     0.000   0.000   0.985  -0.174      0.00   -0.00 -160.00  /World/hospital/SM_Computer_02b4
Xform                    -46.673     7.353     0.001     0.000   0.000   1.081   0.000      0.00    0.00  180.00  /World/hospital/SM_ShelfSet_01a4
Xform                    -43.735    14.741     0.001     0.000   0.000   1.118   0.000      0.00    0.00  180.00  /World/hospital/SM_ShelfSet_01a5
Xform                    -47.127    15.370     0.001     0.000   0.000   0.996   0.087      0.00    0.00  170.00  /World/hospital/SM_SupplyCart_01e4
Xform                    -44.211    15.688     0.001     0.000   0.000   0.906  -0.423      0.00   -0.00 -130.00  /World/hospital/SM_Chair_01a5
Xform                    -43.670    14.781     1.283     0.000   0.000   0.996   0.087      0.00    0.00  170.00  /World/hospital/SM_Computer_02b5
Xform                    -46.673    14.741     0.001     0.000   0.000   1.081   0.000      0.00    0.00  180.00  /World/hospital/SM_ShelfSet_01a6
Xform                    -46.583    17.160     0.001     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/SM_HospitalBed_02d4
Xform                    -43.735    22.145     0.001     0.000   0.000   1.118   0.000      0.00    0.00  180.00  /World/hospital/SM_ShelfSet_01a7
Xform                    -47.127    22.774     0.001     0.000   0.000   0.996   0.087      0.00    0.00  170.00  /World/hospital/SM_SupplyCart_01e5
Xform                    -44.211    23.092     0.001     0.000   0.000   0.906  -0.423      0.00   -0.00 -130.00  /World/hospital/SM_Chair_01a6
Xform                    -43.670    22.186     1.283     0.000   0.000   0.996   0.087      0.00    0.00  170.00  /World/hospital/SM_Computer_02b6
Xform                    -46.673    22.145     0.001     0.000   0.000   1.081   0.000      0.00    0.00  180.00  /World/hospital/SM_ShelfSet_01a8
Xform                    -46.583    24.564     0.001     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/SM_HospitalBed_02d5
Xform                    -43.735    29.566     0.001     0.000   0.000   1.118   0.000      0.00    0.00  180.00  /World/hospital/SM_ShelfSet_01a9
Xform                    -45.899    30.194     0.001     0.000   0.000   0.996   0.087      0.00    0.00  170.00  /World/hospital/SM_SupplyCart_01e6
Xform                    -44.351    31.317     0.001     0.000   0.000   0.174   0.985      0.00    0.00   20.00  /World/hospital/SM_Chair_01a7
Xform                    -43.670    29.606     1.283     0.000   0.000   0.966  -0.259      0.00   -0.00 -150.00  /World/hospital/SM_Computer_02b7
Xform                    -46.673    29.566     0.001     0.000   0.000   1.081   0.000      0.00    0.00  180.00  /World/hospital/SM_ShelfSet_01a10
Xform                    -36.845    28.747     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_ShelfSet_01a11
Xform                    -34.682    28.118     0.001     0.000   0.000  -0.087   0.996      0.00    0.00  -10.00  /World/hospital/SM_SupplyCart_01e7
Xform                    -36.230    26.996     0.001     0.000   0.000   0.985  -0.174      0.00   -0.00 -160.00  /World/hospital/SM_Chair_01a8
Xform                    -36.911    28.706     1.283     0.000   0.000   0.259   0.966      0.00    0.00   30.00  /World/hospital/SM_Computer_02b8
Xform                    -33.907    28.747     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_ShelfSet_01a12
Xform                    -33.998    26.328     0.001     0.000   0.000  -0.707   0.707      0.00    0.00  -90.00  /World/hospital/SM_HospitalBed_02d7
Xform                    -36.845    17.651     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_ShelfSet_01a13
Xform                    -34.682    17.023     0.001     0.000   0.000  -0.087   0.996      0.00    0.00  -10.00  /World/hospital/SM_SupplyCart_01e8
Xform                    -36.230    15.900     0.001     0.000   0.000   0.985  -0.174      0.00   -0.00 -160.00  /World/hospital/SM_Chair_01a9
Xform                    -36.911    17.611     1.283     0.000   0.000   0.259   0.966      0.00    0.00   30.00  /World/hospital/SM_Computer_02b9
Xform                    -33.907    17.651     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_ShelfSet_01a14
Xform                    -33.998    15.232     0.001     0.000   0.000  -0.707   0.707      0.00    0.00  -90.00  /World/hospital/SM_HospitalBed_02d8
Xform                    -23.750     5.352     1.359     0.000   0.000  -0.707   0.707      0.00    0.00  -90.00  /World/hospital/SM_SoapDispenser_01a4
Xform                    -23.279     5.352     1.238     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_FirstAidKit_01a2
Xform                      3.948    13.580     0.001     0.000   0.000  -0.643   0.766      0.00    0.00  -80.00  /World/hospital/SM_SupplyCart_01e9
Xform                    -45.322    21.377     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_DisposalStand_5
Xform                    -38.840    24.993    -0.006     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/SM_SupplyCart_02a5
Xform                    -39.066    17.695     0.000     0.000   0.000   0.766  -0.643      0.00   -0.00 -100.00  /World/hospital/SM_WheelChair_01a4
Xform                    -47.822    19.089     0.001     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/SM_Chart_Rack_01c2
Xform                    -46.913    18.277     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/SM_Chart_Rack_01c3
Xform                    -47.176    21.204     0.000     0.000   0.000   0.724   0.689      0.00    0.00   92.83  /World/hospital/SM_Shelf_06f6
Xform                    -42.618    18.259     0.000     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/trashcan_4
Xform                    -43.115    18.040     1.359     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/SM_SoapDispenser_01a5
Xform                    -43.083    18.040     2.352     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/SM_Intercom_01a7
Xform                    -43.686    18.040     1.238     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/SM_FirstAidKit_01a3
Xform                    -39.437     3.158     0.000     0.000   0.000   0.958  -0.287      0.00   -0.00 -146.63  /World/hospital/SM_Gurney_01a3
Xform                    -41.241     3.601     0.000     0.000   0.000  -0.686   0.728      0.00    0.00  -86.63  /World/hospital/SM_Gurney_01a4
Xform                    -38.922     4.394    -0.006     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/SM_SupplyCart_02a6
Xform                    -41.645    24.914     0.000     0.000   0.000  -0.924   0.707      0.00    0.00 -118.41  /World/hospital/SM_SideTable_02a7
Xform                    -41.474    25.240     0.812     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/SM_BooksSet_29
Xform                    -41.848    24.617     0.812     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/SM_BottleF4
Xform                    -41.765    24.732     0.812     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/SM_BottleF5
Xform                     20.401    13.545     0.000     0.000   0.000  -0.500   0.866      0.00    0.00  -60.00  /World/hospital/SM_MopSet_01b2
Xform                     20.653    14.531     0.000     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/SM_MopSet_01a2
Xform                     17.746    21.233     0.000     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/SM_Shelf_06f7
Xform                     -1.104     9.073     0.000     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/trashcan_5
Xform                     16.613    29.123     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/SM_DisposalStand_6
Xform                     19.776    36.296     0.000     0.000   0.000   0.766  -0.643      0.00   -0.00 -100.00  /World/hospital/SM_Shelf_06f8
Xform                     10.807    30.153     0.000     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_Shelf_06f9
Xform                     10.807    29.202     0.000     0.000   0.000   1.000  -0.025      0.00   -0.00 -177.17  /World/hospital/SM_Shelf_06f10
Xform                     17.646    25.077    -0.006     0.000   0.000   0.819   0.574      0.00    0.00  110.00  /World/hospital/SM_SupplyCart_02a7
Xform                     11.074    31.346     0.000     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/SM_Chart_Rack_01a2
Xform                     20.547    36.019     0.000     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/SM_Chart_Rack_01a3
Xform                     18.744    33.418     0.000     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/SM_Shelf_06f11
Xform                     12.796    17.249     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_ShelfSet_01a15
Xform                     15.693    16.621     0.001     0.000   0.000  -0.087   0.996      0.00    0.00  -10.00  /World/hospital/SM_SupplyCart_01e10
Xform                     13.272    16.302     0.001     0.000   0.000   0.423   0.906      0.00    0.00   50.00  /World/hospital/SM_Chair_01a10
Xform                     12.731    17.209     1.283     0.000   0.000   0.174   0.985      0.00    0.00   20.00  /World/hospital/SM_Computer_02b10
Xform                     15.734    17.249     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_ShelfSet_01a16
Xform                     14.192    14.830     0.001     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/SM_HospitalBed_02d11
Xform                     12.796    20.902     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_ShelfSet_01a17
Xform                     12.760    19.697     0.001     0.000   0.000  -0.087   0.996      0.00    0.00  -10.00  /World/hospital/SM_SupplyCart_01e11
Xform                     15.722    20.250     0.001     0.000   0.000   0.966  -0.259      0.00   -0.00 -150.00  /World/hospital/SM_Chair_01a11
